base_word,rhyme_candidate,score
przylądek,hejnalistek,0.45
przylądek,paczulek,0.5
wyjątek,czterokomorówek,0.35
wyjątek,leżaczek,0.5
dzieciątek,holowniczek,0.45
dzieciątek,ekspedientek,0.53
dziesiątek,mrówek,0.45
dziesiątek,mitenek,0.5
miesiączek,gałązek,0.57
miesiączek,futbolistek,0.45
przekąsek,rzeczek,0.45
przekąsek,grotesek,0.62
zwierzątek,fanek,0.45
zwierzątek,wleczek,0.45
kąsek,czuszek,0.5
kąsek,choineczek,0.4
krążek,astenotymiczek,0.3
krążek,rąbeczek,0.45
partyjniactwo,cukiernictwo,0.6
partyjniactwo,ekspektatywo,0.45
przeczytano,francuszczyzno,0.5
przeczytano,zetlono,0.45
przemycano,groźniano,0.55
przemycano,aglutynino,0.45
przezywano,nabrechano,0.6
przezywano,emocjonowano,0.6
wklepywano,logowano,0.7
wklepywano,faszyno,0.45
widywano,ukierunkowano,0.6
widywano,chełpiono,0.45
uchylano,tlono,0.4
uchylano,igrano,0.55
uzyskano,ewaporowano,0.48
uzyskano,emetyno,0.5
używano,chłopowino,0.5
używano,hydroksyprolino,0.4
zsypywano,ugrupowywano,0.7
zsypywano,zrywano,0.75
obmywano,nachwalono,0.5
obmywano,trenowano,0.67
odrywano,jodyno,0.45
odrywano,beriowszczyzno,0.5
poczytano,oleino,0.5
poczytano,tatuowano,0.53
pomyślano,kupno,0.4
pomyślano,fasetowano,0.53
popychano,tłuczono,0.45
popychano,jątrzono,0.45
potrzymano,anabeno,0.5
potrzymano,ukwiecono,0.5
skorzystano,safranino,0.5
skorzystano,chryzyno,0.45
spotykano,frapowano,0.6
spotykano,marynarczyno,0.45
zdobywano,głęboczyzno,0.5
zdobywano,uroniono,0.5
barykado,mesjado,0.55
barykado,jezydo,0.45
celestyn,amylodekstryn,0.4
celestyn,chryzoidyn,0.45
sanhedryn,mokasyn,0.5
sanhedryn,żelatyn,0.5
Seweryn,kalikantyn,0.45
Seweryn,hioscyn,0.45
biuletyn,świerczyn,0.45
biuletyn,amylopektyn,0.5
dziewczyn,ergosteryn,0.4
dziewczyn,medyn,0.5
festyn,trykotyn,0.62
festyn,iljuszyn,0.45
leszczyn,trzewiczyn,0.65
leszczyn,celestyn,0.45
sekstyn,bakteriocyn,0.4
sekstyn,tartrazyn,0.45
tercyn,chorążyn,0.45
tercyn,platyn,0.5
Cieszyn,urydyn,0.45
Cieszyn,cembrzyn,0.62
Greczyn,kabotyn,0.45
Greczyn,anestezyn,0.57
jeżyn,eozyn,0.45
jeżyn,urydyn,0.45
kretyn,terpentyn,0.7
kretyn,azbestyn,0.7
perzyn,bojarzyn,0.78
perzyn,patyn,0.5
pierzyn,lizolecytyn,0.35
pierzyn,bernardyn,0.45
czyn,biuletyn,0.9
czyn,ciotczyn,0.95
syn,teczyn,0.95
syn,metaloporfiryn,0.75
szyn,enterotoksyn,0.8
szyn,sordyn,0.95
bezbrzeżnym,ekspatriującym,0.4
bezbrzeżnym,gruntowałabym,0.4
bezdzietnym,lodowatym,0.45
bezdzietnym,całokolumnowym,0.35
mi,cylindrującymi,0.75
mi,łożyskami,0.85
brwi,bezowodniowcowi,0.75
brwi,tarnowicytowi,0.75
brzmi,upadami,0.85
brzmi,jałowościami,0.8
bździ,goliardzi,0.9
bździ,lapicydzi,0.85
ci,eteryczności,0.8
ci,śnieci,0.95
cni,asygnacyjni,0.8
cni,życiodajni,0.85
czci,fataliści,0.85
czci,grupowości,0.85
ćmi,ukarminowanymi,0.7
ćmi,aksakowymi,0.8
di,mahdi,0.95
di,faradai,0.85
dni,telefaksowani,0.75
dni,konchologiczni,0.8
drwi,ligemantowi,0.8
drwi,ergowi,0.9
drzwi,atawizmowi,0.8
drzwi,echolokatorowi,0.7
grzmi,bombardowanymi,0.75
grzmi,gnarowanymi,0.8
hi,ghi,1.0
hi,karoshi,0.9
ki,liberyjski,0.85
ki,gąbczaki,0.9
kpi,utrupi,0.9
kpi,stropi,0.95
krwi,samostartowi,0.8
krwi,częstomoczowi,0.8
li,ekstrahowali,0.8
li,dołowali,0.85
lśni,borowani,0.85
lśni,transplanetarni,0.8
błogostan,pleban,0.45
błogostan,mazagran,0.5
grafoman,kocczan,0.45
grafoman,solan,0.45
Florian,bukowian,0.45
Florian,bolesławian,0.4
Kordian,legionowian,0.4
Kordian,młodzian,0.5
Koźmian,łazian,0.5
Koźmian,lesznian,0.5
Rosjan,ostan,0.5
Rosjan,waran,0.5
bogdan,iwan,0.5
bogdan,man,0.45
Bohdan,moczan,0.5
Bohdan,wakan,0.5
bosman,gałgan,0.5
bosman,dejman,0.67
Goldman,glinojecczan,0.4
Goldman,kaftan,0.5
Hoffman,chlorosiarczan,0.4
Hoffman,pentan,0.5
kompan,jałtan,0.5
kompan,glinojecczan,0.4
organ,guan,0.5
organ,redan,0.5
Portman,boroetan,0.4
Portman,tympan,0.5
sopran,tucholan,0.45
sopran,lubrańczan,0.45
bocian,badian,0.5
bocian,hajnowian,0.45
dworzan,taraban,0.45
dworzan,tajpan,0.5
kolan,burzan,0.5
kolan,ultraporcelan,0.6
koran,gencjan,0.5
koran,bosman,0.5
oman,chlorowanadan,0.35
oman,międzyborzan,0.4
ubrani,asynchroniczni,0.4
ubrani,geocykliczni,0.4
ulani,zabejcowani,0.57
ulani,interfoliowani,0.52
brunatni,lazurowani,0.4
brunatni,celowani,0.45
drukarni,admini,0.5
drukarni,atrialni,0.5
trupiarni,monarchistyczni,0.4
trupiarni,interpolowani,0.35
ujawni,agrochemiczni,0.4
ujawni,naoczni,0.5
biurkami,nabywczymi,0.45
biurkami,bisurmanami,0.5
butami,wapnowaniami,0.57
butami,habitowymi,0.4
chmurami,fibroblastami,0.57
chmurami,motetami,0.62
cudami,czerepami,0.62
cudami,gracownikami,0.57
cuglami,chlającymi,0.45
cuglami,grillowanymi,0.4
dmuchali,ocalali,0.62
dmuchali,olśnili,0.5
duchami,gniazdoszami,0.62
duchami,ułanbatorkami,0.52
duszami,halofitami,0.53
duszami,uwielbianiami,0.53
fundacji,inwentaryzacji,0.55
fundacji,matrykulacji,0.6
górami,trendseterami,0.73
górami,houstońskimi,0.4
grupkami,ufundowanymi,0.35
grupkami,fitnessami,0.57
królami,rwami,0.62
królami,aksjomatami,0.57
kulami,monolatriami,0.57
kulami,warunkowymi,0.4
kulbaki,brasilianki,0.45
kulbaki,absolwencki,0.45
brunatnego,hermowego,0.58
brunatnego,tonometrycznego,0.57
ubranego,tanecznego,0.67
ubranego,caluteńkiego,0.53
słowackiego,młynarzującego,0.47
słowackiego,chemioodpornego,0.47
bogatego,zabawkowego,0.55
bogatego,dawkującego,0.55
brodatego,bezdotykowego,0.5
brodatego,yumpiego,0.6
kochanego,dwujezdniowego,0.55
kochanego,forytującego,0.5
koszmarnego,dupnego,0.57
koszmarnego,purgo,0.4
normalnego,folwarcznego,0.64
normalnego,czterościennego,0.59
odzianego,brytyjskiego,0.57
odzianego,akcydensowego,0.47
poważnego,bednarskiego,0.58
poważnego,internetowego,0.48
wczorajszego,gibkiego,0.52
wczorajszego,wapieńskiego,0.57
dodatniego,lejowego,0.57
dodatniego,samego,0.52
ostatniego,doskrobywanego,0.46
ostatniego,chlubnego,0.51
związanego,kolonizowanego,0.6
związanego,ostrożniejszego,0.53
blaszanego,jaskiego,0.53
blaszanego,obhaftowywanego,0.6
jaskrawego,żółtozłotego,0.52
jaskrawego,eubejskiego,0.57
nazwanego,lobbingowego,0.53
nazwanego,termofilnego,0.62
pradawnego,średniodrobnego,0.62
pradawnego,bogoburczego,0.53
zawartego,enstatytowego,0.48
zawartego,cenzuralnego,0.53
Armaniego,alkilowanego,0.47
Armaniego,lornetującego,0.47
zaśpiewajcież,parafrazujcież,0.51
zaśpiewajcież,ugryźcież,0.45
wyobraźcież,utrzymajcież,0.5
wyobraźcież,tolerujcież,0.5
uważajcież,rozchorowujcież,0.53
uważajcież,mikrofalujcież,0.53
posłuchajcież,unasienniajcież,0.59
posłuchajcież,warzcież,0.4
wytłumaczcież,breszcież,0.46
wytłumaczcież,nabrzękniesz,0.45
przypatrzcież,klniesz,0.4
przypatrzcież,łagodźcież,0.5
czekajcież,mikrofalujcież,0.53
czekajcież,opodatkowujcież,0.47
przestańcież,finalizujcież,0.4
przestańcież,lukrujcież,0.5
badajcież,źgniesz,0.4
badajcież,rewitalizujcież,0.47
słuchajcież,funkcjonujcież,0.57
słuchajcież,samooskarżcież,0.4
masztalerz,możesz,0.45
masztalerz,tremujesz,0.5
chwalcież,eksterminujcież,0.35
chwalcież,nabierajcież,0.4
patrzcież,uznajcież,0.45
patrzcież,odszyfrowujcież,0.35
szarpcież,samookłamujcież,0.3
szarpcież,udrapcież,0.62
walczcież,chorzejcież,0.45
walczcież,łaźcież,0.5
zważcież,tknijcież,0.5
zważcież,obalajcież,0.4
kanclerz,paktujesz,0.45
kanclerz,zabłękitniejesz,0.35
pancerz,ukazujesz,0.4
pancerz,zabetonujesz,0.35
pasterz,spesz,0.45
pasterz,alergizujesz,0.35
tancerz,szkarłatniejesz,0.4
tancerz,harujesz,0.45
pradawną,heroiczną,0.45
pradawną,tatusiną,0.45
szkaradną,efemerydalną,0.35
szkaradną,utuczoną,0.45
zabawną,androginiczną,0.4
zabawną,zabronowaną,0.4
kataną,tropakokainą,0.35
kataną,reniną,0.5
naganą,dychromatyczną,0.4
naganą,teoretyzowaną,0.47
zalaną,endosmotyczną,0.4
zalaną,upodrzędnioną,0.4
agrafką,żartką,0.45
agrafką,mokką,0.45
arabską,żyworódką,0.45
arabską,łazianką,0.5
kraciastą,bobowatą,0.45
kraciastą,jednotą,0.5
latarką,impertynencką,0.4
latarką,epigrafiką,0.4
najdalszą,chłodzą,0.45
najdalszą,tykoczą,0.5
napaścią,barwistością,0.57
napaścią,bezstylowością,0.53
warszawską,waszmościanką,0.45
warszawską,jednoizbówką,0.4
zabawką,taszkentką,0.5
zabawką,chórmistrzowską,0.45
zadartą,bąkowatą,0.45
zadartą,jutą,0.45
zagadką,jajcarską,0.5
zagadką,realizatorką,0.35
latarnią,mąkinią,0.5
latarnią,aglomerownią,0.4
cwaniarą,górą,0.45
cwaniarą,olborą,0.5
fasadą,wwiodą,0.45
fasadą,hałdą,0.45
garbatą,istotą,0.5
garbatą,deistą,0.5
na,brużdżona,0.9
na,kanna,0.95
a,aa,0.95
a,aua,0.95
ba,joruba,0.9
ba,balboa,0.9
bla,wkrapla,0.95
bla,granola,0.9
ca,niosąca,0.9
ca,anonimowca,0.8
cha,sangha,0.95
cha,rozsycha,0.9
cna,chlubna,0.95
cna,niecna,0.95
ćma,agrominima,0.8
ćma,arapaima,0.8
da,tytanida,0.85
da,nada,0.95
dba,zabimba,0.9
dba,pomba,0.95
dla,granula,0.9
dla,hilofila,0.85
dna,lublinianina,0.8
dna,leśniczyna,0.85
dnia,ubłagalnia,0.85
dnia,trzynastoletnia,0.8
drga,zalęga,0.9
drga,dociąga,0.9
drwa,lubczykowa,0.85
drwa,kaznodziejstwa,0.85
dwa,łubkowa,0.9
dwa,bejowa,0.9
gna,utyrana,0.85
gna,trykana,0.9
gra,funktora,0.9
gra,anafora,0.85
ha,zamacha,0.9
ha,olcha,0.95
ja,daglezja,0.9
ja,agromelioracja,0.75
przybranej,dartej,0.45
przybranej,linuksowej,0.45
skrywanej,chmielącej,0.5
skrywanej,mężowej,0.5
trzymanej,trepanującej,0.4
trzymanej,bioaktywnej,0.57
wybranej,guzdrającej,0.45
wybranej,likowanej,0.65
wydanej,taninowej,0.45
wydanej,mutualistycznej,0.47
wygranej,animującej,0.4
wygranej,uciążliwej,0.45
wylanej,katechumenowej,0.35
wylanej,follikularnej,0.53
zrywanej,cezarowej,0.45
zrywanej,ekstensjonalnej,0.53
pyskatej,chlorynowej,0.45
pyskatej,śródwagowej,0.45
pyzatej,ukiszonej,0.45
pyzatej,brązowopłowej,0.4
wytrwalej,młynarzującej,0.4
wytrwalej,cykotającej,0.4
prywatnej,uczynniającej,0.4
prywatnej,uowej,0.5
przyjaznej,psutej,0.45
przyjaznej,kallusowej,0.45
sypialnej,pełtej,0.45
sypialnej,wygrzej,0.45
zwyczajnej,fotogenicznej,0.48
zwyczajnej,uzasadniającej,0.35
bynajmniej,wickiej,0.45
bynajmniej,honduraskiej,0.45
cygańskiej,ultralewackiej,0.48
cygańskiej,bzurskiej,0.62
przynajmniej,augsburskiej,0.5
przynajmniej,cietrzewiej,0.5
rymarskiej,ultralewackiej,0.48
rymarskiej,miłkowickiej,0.53
Szymańskiej,żylińskiej,0.75
Szymańskiej,grabiej,0.45
my,uwiadommy,0.85
my,naćkajmy,0.9
by,bruzdkowałoby,0.8
by,abradowaliby,0.75
bzy,meczy,0.95
bzy,biogeocenozy,0.75
cny,daremny,0.9
cny,harpagany,0.85
cy,tuniscy,0.9
cy,gardejscy,0.9
czczy,knyszy,0.95
czczy,laryngolodzy,0.8
czy,grzęzy,0.95
czy,makrorozkazy,0.8
ćmy,uchybiałyśmy,0.8
ćmy,uplasowalibyśmy,0.7
drzy,domoczy,0.9
drzy,uczytelniwszy,0.8
drży,antypapieży,0.8
drży,nieryży,0.9
dy,izoamplitudy,0.75
dy,bielojady,0.85
fly,smiley,0.9
fly,rally,0.95
gdy,kaidy,0.9
gdy,śniady,0.95
gry,definitory,0.8
gry,miksery,0.9
gzy,gniewliwszy,0.9
gzy,galwanizerzy,0.8
kry,maklery,0.9
kry,litery,0.9
krzty,ibisowaty,0.8
krzty,dyzunity,0.85
lny,anagogiczny,0.8
lny,ukrócony,0.85
lwy,używkowy,0.85
lwy,bezhabitowy,0.8
lży,ostryży,0.9
lży,kruży,0.95
Wiewiórków,bandów,0.45
Wiewiórków,frezerów,0.5
nieuków,alusalów,0.45
nieuków,chodników,0.62
przerzutów,filosemitów,0.5
przerzutów,beków,0.45
rysunków,forszusów,0.5
rysunków,kuruców,0.5
koturnów,antywodorów,0.4
koturnów,lancetów,0.5
ogórków,łagierników,0.55
ogórków,radioodbiorców,0.4
ogródków,testatorów,0.45
ogródków,finansowców,0.45
oszustów,tetrazenów,0.45
oszustów,rutenów,0.5
produktów,kilosów,0.5
produktów,faceletów,0.55
rozmówców,anortytów,0.45
rozmówców,accompagnatów,0.4
stosunków,arcybiskupów,0.4
stosunków,lurów,0.45
ładunków,landoletów,0.45
ładunków,glikokolów,0.45
łańcuszków,adiutantów,0.45
łańcuszków,altimetrów,0.45
absurdów,śliwców,0.45
absurdów,salariatów,0.45
dzbanuszków,chromotropizmów,0.4
dzbanuszków,alfonsiaków,0.53
gatunków,dżinsów,0.45
gatunków,liposomów,0.45
hamulców,weberów,0.5
hamulców,lalkarzów,0.5
haustów,meszów,0.5
haustów,skrzydłokwiatów,0.53
kwiatuszków,ekspresiaków,0.52
kwiatuszków,ergativów,0.45
pagórków,dygotów,0.5
pagórków,henekenów,0.45
jo,mimezjo,0.9
jo,wakcynacjo,0.85
bo,hańbo,0.95
bo,kolbo,0.95
co,romanco,0.9
co,tęsknico,0.9
czczo,ektazo,0.9
czczo,chrystogenezo,0.8
dno,obciosano,0.85
dno,uznojono,0.85
do,locando,0.9
do,tetrodo,0.9
go,łuskowatego,0.8
go,tyrańskiego,0.85
ho,hao,0.95
ho,ropucho,0.9
Klio,kokilio,0.9
Klio,acholio,0.9
ko,islamistko,0.85
ko,leśniczanko,0.85
kro,fidero,0.9
kro,oosfero,0.85
kto,chrzęśnięto,0.9
kto,fregato,0.9
no,malwersowano,0.8
no,baronówno,0.85
po,glapo,0.95
po,nalepo,0.9
pro,ćakro,0.95
pro,nadboro,0.9
pstro,magiero,0.9
pstro,katero,0.9
sto,roztyto,0.9
sto,linotypisto,0.8
ależ,schomeinizujesz,0.3
ależ,desakralizujesz,0.3
kradzież,rozkawałkujcież,0.35
kradzież,doszczelnijcież,0.4
macierz,chudziejcież,0.45
macierz,ugłaszczcież,0.45
pacierz,buczcież,0.5
pacierz,zabłyskujcież,0.4
kanclerz,obetonowujesz,0.3
kanclerz,rozkartkowujesz,0.35
balwierz,uzmysłówcież,0.57
balwierz,naborykajcież,0.35
chwalcież,ujednolićcież,0.35
chwalcież,udławcież,0.45
jakież,balujcież,0.45
jakież,generujcież,0.4
jakżeż,nachłepczesz,0.45
jakżeż,fluorkujesz,0.4
nabierz,ubierz,0.75
nabierz,udramatyzujcież,0.3
namierz,chachmęćcież,0.45
namierz,zaatakujcież,0.35
pancerz,fermentujesz,0.4
pancerz,pagajujesz,0.4
papież,rekoncyliujcież,0.35
papież,udramatyzujcież,0.3
pasterz,cieczesz,0.5
pasterz,jajeczkujesz,0.4
patrzcież,indosujcież,0.4
patrzcież,gnójcież,0.5
szarpcież,unosawiajcież,0.35
szarpcież,uchwalajcież,0.4
takież,skonfliktujcież,0.4
takież,totalizujcież,0.35
tancerz,tyjesz,0.5
tancerz,telefonujesz,0.35
walczcież,ujeżdżajcież,0.4
walczcież,ekspediujcież,0.4
zabierz,groźniejcież,0.45
zabierz,zabełkoczcież,0.4
cy,jodłujący,0.85
cy,gryzący,0.9
by,obczepiłyby,0.8
by,dożęłoby,0.85
bzy,anegdociarzy,0.8
bzy,dołączy,0.9
cny,therawadiny,0.8
cny,antycieplny,0.85
czczy,zabagniwszy,0.85
czczy,lepkościomierzy,0.8
czy,lipolizy,0.85
czy,nadmarszczywszy,0.85
ćmy,obostrzalibyśmy,0.75
ćmy,roztrząsnęłyśmy,0.8
drzy,lustrzy,0.95
drzy,cierpiętniczy,0.85
drży,tonaży,0.9
drży,szarży,0.95
dy,złady,0.95
dy,body,0.95
fly,grizzly,0.95
fly,firefly,0.9
gdy,telewizjady,0.8
gdy,jeremiady,0.85
gry,śpiewogry,0.9
gry,autsajdery,0.85
gzy,dramatopisarzy,0.75
gzy,zabłękitniawszy,0.8
kry,zmory,0.95
kry,napory,0.9
krzty,wahhabity,0.85
krzty,obiaty,0.9
lny,awansceny,0.85
lny,dogolony,0.85
lwy,balustradowy,0.8
lwy,jednohektarowy,0.75
lży,zamruży,0.9
lży,arymaży,0.85
mchy,eksmonarchy,0.85
mchy,paschy,0.95
Narodową,fotonową,0.6
Narodową,samizdatową,0.55
wartościową,zębową,0.51
wartościową,gderliwą,0.45
zarobkową,bordową,0.53
zarobkową,chlorowodorową,0.48
doktorową,wyzwą,0.4
doktorową,estrogenową,0.53
honorową,trójpolową,0.6
honorową,międzyrządową,0.55
kolorową,biogazową,0.6
kolorową,tyłową,0.55
koronkową,czteromotorową,0.48
koronkową,pyłową,0.53
obozową,tenardytową,0.55
obozową,bezodpływową,0.55
betonową,alkilową,0.6
betonową,tundrową,0.55
kieszonkową,nabiałową,0.56
kieszonkową,światłowodową,0.51
legionową,padaczkową,0.58
legionową,kalarepkową,0.53
Witoldową,pąsową,0.53
Witoldową,grafitową,0.58
zaskoczoną,zdobną,0.4
zaskoczoną,pepiną,0.45
ogoloną,trójdrożną,0.45
ogoloną,trzytysięczną,0.5
omroczoną,teleksowaną,0.45
omroczoną,antyprotrombiną,0.4
ozdobioną,antydogmatyczną,0.4
ozdobioną,fiksowaną,0.5
postrojoną,jodometryczną,0.45
postrojoną,energiczną,0.5
ukończoną,dezaktywacyjną,0.4
ukończoną,samoopłacalną,0.4
uzbrojoną,dosiebną,0.45
uzbrojoną,leghemoglobiną,0.4
uzdolnioną,zaakcentowaną,0.4
uzdolnioną,bromożelatyną,0.4
bu,karbu,0.95
bu,klubu,0.95
bzu,gniewoszu,0.9
bzu,nadawaczu,0.85
chrztu,rubelitu,0.85
chrztu,pokotu,0.9
dniu,gilganiu,0.9
dniu,zabejcowaniu,0.8
dnu,glebostanu,0.85
dnu,salcesonu,0.85
du,zadu,0.95
du,światłowodu,0.85
dwu,brązownictwu,0.85
dwu,krochmalnictwu,0.85
dżdżu,tyłomóżdżu,0.85
dżdżu,śródmóżdżu,0.9
fu,tryglifu,0.9
fu,trefu,0.95
hu,boschu,0.95
hu,orzechu,0.9
ku,genezyjsku,0.85
ku,pisku,0.95
lnu,cetanu,0.9
lnu,żetonu,0.9
lu,maulu,0.95
lu,kapslu,0.95
lwu,korepetytorstwu,0.75
lwu,manipulatorstwu,0.75
mchu,radiopodsłuchu,0.8
mchu,sandwichu,0.9
mru,aminocukru,0.8
mru,echometru,0.85
mu,żeniącemu,0.85
mu,usianemu,0.85
nu,zabarwianu,0.85
nu,tenorinu,0.85
pfu,golfu,0.95
pfu,encefalografu,0.75
dupę,chwalidupę,0.9
dupę,pulpę,0.5
kupę,szapę,0.5
kupę,crepę,0.5
lupę,stopę,0.5
lupę,trypę,0.5
pupę,stępę,0.5
pupę,ekipę,0.45
zupę,kupę,1.0
zupę,mazepę,0.45
córkę,tłukę,0.5
córkę,turystykę,0.4
dziurkę,twarzyczkę,0.45
dziurkę,rozmówkę,0.45
pójdę,wróżdę,0.5
pójdę,zijadę,0.45
pustkę,świetlówkę,0.45
pustkę,benefisantkę,0.52
puszczę,zołzę,0.5
puszczę,zapędzę,0.45
trumnę,trycynę,0.45
trumnę,chłapnę,0.5
ujrzę,paczę,0.5
ujrzę,warkoczę,0.45
umrę,kaburę,0.45
umrę,blastosporę,0.4
wódkę,epigrafikę,0.35
wódkę,futureskę,0.4
lubię,cumbię,0.5
lubię,uskubię,0.95
mówię,różowię,0.45
mówię,ubruttowię,0.4
studnię,zlewnię,0.5
studnię,hartownię,0.45
suknię,embrionię,0.45
suknię,inhalatornię,0.35
zgubię,logofobię,0.4
zgubię,ziębię,0.5
bluzę,rybulozę,0.4
bluzę,wończę,0.5
cym,miażdżyłabym,0.85
cym,ufarbowałbym,0.8
bym,amoniowym,0.85
bym,grzybiałbym,0.9
cnym,łyknęłabym,0.85
cnym,tliłabym,0.9
czczym,cycastym,0.9
czczym,gracowałabym,0.8
czym,szczudłakowatym,0.8
czym,brząknąłbym,0.9
dym,agitowanym,0.8
dym,ekstrapolowanym,0.75
gdym,rusym,0.95
gdym,brząknęłabym,0.85
Krym,blastycznym,0.9
Krym,tagowanym,0.85
mym,trakowym,0.9
mym,brzeżnym,0.95
prym,śródszpikowym,0.85
prym,fruktyfikującym,0.75
rym,trwożnym,0.95
rym,metrologicznym,0.8
Rzym,anektowałabym,0.75
Rzym,mitygowałbym,0.8
swym,cyjanooctowym,0.75
swym,automatyzującym,0.7
twym,okołobudżetowym,0.7
twym,umocowującym,0.75
tym,zaczętym,0.9
tym,tyjącym,0.9
brzmiącym,cellograficznym,0.35
brzmiącym,brnąłbym,0.5
drwiącym,alpakowym,0.4
drwiącym,samoblokującym,0.63
grzmiącym,chamowatym,0.4
grzmiącym,dałbym,0.5
lśniącym,zabryzgiwałbym,0.35
lśniącym,łożyłabym,0.4
śpiącym,fototypicznym,0.35
śpiącym,rozkwaterowanym,0.3
bądź,myknąć,0.95
bądź,sypnąć,0.95
błądź,dopłynąć,0.9
błądź,trząchnąć,0.95
sądź,wsunąć,0.95
sądź,wszcząć,1.0
zbądź,sypnąć,0.95
zbądź,dziobnąć,0.95
zsiądź,wymiąć,0.95
zsiądź,dociąć,0.95
zarządź,wyjąć,0.5
zarządź,braknąć,0.5
osądź,zacuknąć,0.45
osądź,żgnąć,0.45
zdobądź,charknąć,0.5
zdobądź,owionąć,0.45
żołądź,odnająć,0.45
żołądź,nabłądź,0.83
usiądź,obgiąć,0.5
usiądź,miąć,0.45
mąż,dyląż,0.95
mąż,takąż,0.95
tąż,jakąż,0.95
tąż,drąż,1.0
wąż,uprząż,0.95
wąż,pawąż,0.95
wciąż,nawiąż,0.95
wciąż,uwiąż,0.95
zwiąż,zaciąż,0.95
zwiąż,obciąż,0.95
brzmią,trisomią,0.9
brzmią,fitochemią,0.85
chcą,ukrainizującą,0.7
chcą,asertywniejącą,0.75
drwią,wydrwią,0.95
drwią,usynowią,0.85
grobach,trzyminutówkach,0.52
grobach,cenurach,0.62
bombach,altannikach,0.53
bombach,trzepaninach,0.53
klombach,cenarach,0.57
klombach,tergalach,0.57
blokach,bukowiskach,0.73
blokach,antyszambrach,0.57
bogach,wallaceach,0.57
bogach,hyundaiach,0.52
borach,bączkach,0.67
borach,gramojonach,0.57
drogach,ciotulach,0.62
drogach,rotułach,0.62
krokach,bututach,0.62
krokach,damuzelach,0.57
lokach,tenrekach,0.78
lokach,hipogryfach,0.57
morzach,hesperornisach,0.47
morzach,emblemacikach,0.47
mrokach,formatnikach,0.73
mrokach,faunistykach,0.73
nocach,lejtmotywach,0.57
nocach,darłowiankach,0.57
nogach,toleitach,0.57
nogach,kaktusiarzach,0.57
nosach,cyklopentanach,0.52
nosach,interlinguach,0.52
oczach,mantach,0.62
oczach,galgantach,0.57
polach,mgłach,0.62
polach,głodomorach,0.57
porach,mareogramach,0.52
porach,streptolizynach,0.52
pozach,glutaminianach,0.52
pozach,wampach,0.67
prochach,łosiętach,0.62
prochach,hamrach,0.67
progach,małomóżdżach,0.57
progach,trofikach,0.62
biec,liniowiec,0.9
biec,grzbietowiec,0.9
hec,nadojedz,0.9
hec,jednorożec,0.85
Lec,bielec,0.95
Lec,ryjec,0.95
nec,wyrzec,0.95
nec,twardzielec,0.9
piec,turzycowiec,0.85
piec,indygowiec,0.85
rzec,widelec,0.9
rzec,zgnilec,0.95
siec,łożyskowiec,0.85
siec,araliowiec,0.85
spec,zapylec,0.9
spec,ryjec,0.95
strzec,walec,0.95
strzec,nohajec,0.9
świec,lipowiec,0.9
świec,ludowiec,0.9
wiec,moździerzowiec,0.85
wiec,grungowiec,0.9
wlec,wwlec,1.0
wlec,kojec,0.95
wściec,bebewuerowiec,0.75
wściec,kiściec,0.95
zlec,odwlec,0.95
zlec,objedz,0.95
zwlec,golec,0.95
zwlec,jarzec,0.95
garniec,erefenowiec,0.35
garniec,jednochodziec,0.4
jajec,ogrójec,0.7
jajec,szpec,0.45
krawiec,hołubiec,0.45
krawiec,chinowiec,0.7
marzec,nadojedz,0.45
marzec,antywzorzec,0.73
palec,topielec,0.7
palec,stolec,0.75
brnie,braunie,0.95
brnie,ucyfrowienie,0.8
chce,kalibrujące,0.8
chce,samocentrujące,0.75
che,catche,0.95
che,cjanoptyche,0.85
cie,grawerowałyście,0.75
cie,oddłużalibyście,0.75
die,hemosporidie,0.8
die,redie,0.95
dmie,entomogamie,0.8
dmie,rachityzmie,0.85
drgnie,zabłaganie,0.85
drgnie,unitarianinie,0.75
drze,ewangelistarze,0.75
drze,wywarze,0.9
dwie,dwusuwie,0.9
dwie,fredrologowie,0.8
gdzie,rzazie,0.95
gdzie,grotołazie,0.85
gie,trasologie,0.85
gie,fylgie,0.95
gnie,gnojenie,0.9
gnie,obciążenie,0.85
grze,junkrze,0.95
grze,dokerze,0.9
je,betonuje,0.85
je,kędzierzawieje,0.8
kie,dziesięciorakie,0.8
kie,granadyjskie,0.85
klnie,nabzdurzenie,0.85
klnie,cieplnie,0.95
krze,władcze,0.95
krze,bimbrarze,0.9
lgnie,artzinie,0.9
lgnie,kiśnie,0.95
me,dame,0.95
me,madame,0.9
mgle,espadryle,0.85
mgle,żarle,0.95
mi,jagodnymi,0.85
mi,eksmałżonkami,0.8
brwi,bernardynkowi,0.8
brwi,atestatowi,0.8
brzmi,kołłątajowskimi,0.75
brzmi,gniewliwszymi,0.85
bździ,naradzi,0.9
bździ,nózi,0.95
ci,radioaktywności,0.75
ci,teleabonenci,0.75
cni,cyklotymiczni,0.8
cni,fachmani,0.9
czci,bitelsowaci,0.8
czci,barrakudowaci,0.75
ćmi,głogóweckimi,0.8
ćmi,targańcowymi,0.8
di,hindi,0.95
di,doi,0.95
dni,uboczni,0.9
dni,triforyjni,0.85
drwi,czerwikowi,0.85
drwi,międzygwiazdowi,0.8
drzwi,hełmofonowi,0.8
drzwi,żartobliwi,0.85
grzmi,ekstrasystolami,0.75
grzmi,tytularnymi,0.8
