base_word,rhyme_candidate,score
mach,tarlatanach,0.85
mchach,magnetarach,0.85
mchach,ekspatriantach,0.85
pach,fornirach,0.9
pach,makrokomórkach,0.8
piach,embriotomiach,0.85
piach,cynfoliach,0.9
pniach,upominaniach,0.8
pniach,logomachiach,0.85
psach,gasidłach,0.9
psach,formistkach,0.9
rach,chronogramach,0.85
rach,żniwach,0.95
widziałaś,turbowałaś,0.62
widziałaś,alergizowałaś,0.52
słyszałaś,zmyłaś,0.55
słyszałaś,repolonizowałaś,0.5
zgłupiałaś,deptałaś,0.7
zgłupiałaś,ubożałaś,0.65
cierpiałaś,zaawizowałaś,0.49
cierpiałaś,nabiedziłaś,0.52
deptałaś,ukorzyłaś,0.55
deptałaś,agregatowałaś,0.55
przerwałaś,udaremniałaś,0.6
przerwałaś,bruzdowałaś,0.75
śpiewałaś,łotrowałaś,0.75
śpiewałaś,waśniłaś,0.6
wiedziałaś,tragałaś,0.64
wiedziałaś,cwałowałaś,0.59
umiałaś,gruchnęłaś,0.6
umiałaś,kameralizowałaś,0.5
musiałaś,usuwałaś,0.65
musiałaś,magnezowałaś,0.6
rzucałaś,filizowałaś,0.65
rzucałaś,hurgotałaś,0.7
szukałaś,dorozumiewałaś,0.6
szukałaś,pełłaś,0.57
użarłaś,spróchnicowałaś,0.5
użarłaś,freskowałaś,0.55
dyszałaś,aglomerowałaś,0.55
dyszałaś,guzowaciałaś,0.6
myślałaś,uwiązałaś,0.65
myślałaś,ufałaś,0.7
wybrałaś,dopaś,0.45
wybrałaś,badałaś,0.7
wygnałaś,adiustowałaś,0.6
wygnałaś,bachnęłaś,0.6
wytarłaś,wwiałaś,0.55
wytarłaś,defekowałaś,0.5
dostałaś,mżyłaś,0.55
dostałaś,guzowaciałaś,0.6
doznałaś,uchlałaś,0.7
doznałaś,fiszkowałaś,0.65
mi,erudytywnymi,0.75
mi,kamienicznikami,0.75
brwi,osądowi,0.85
brwi,barbituratowi,0.75
brzmi,turbowanymi,0.8
brzmi,tęchliznami,0.85
bździ,wynudzi,0.9
bździ,bastardzi,0.9
ci,luci,0.95
ci,taszyści,0.9
cni,laserowani,0.8
cni,alograficzni,0.8
czci,tubalności,0.85
czci,cudaczności,0.85
ćmi,kacapskimi,0.85
ćmi,frazowaniami,0.8
di,audi,0.95
di,cedi,0.95
dni,ukiszeni,0.85
dni,mikrofilmowani,0.75
drwi,trzymiejscowi,0.85
drwi,udomowi,0.85
drzwi,eufuizmowi,0.8
drzwi,antyaidsowi,0.75
grzmi,chrzczącymi,0.9
grzmi,aldermanami,0.8
hi,amenorrhei,0.8
hi,nashi,0.95
ki,haki,0.95
ki,małoazjatycki,0.75
kpi,roztopi,0.9
kpi,trupi,0.95
krwi,dreblowi,0.9
krwi,gnidoszowi,0.85
li,utorowali,0.8
li,uwzięli,0.9
lśni,rosikoni,0.85
lśni,federalistyczni,0.75
by,pacałoby,0.85
by,nabluźniłaby,0.8
bzy,niterzy,0.9
bzy,kruszy,0.95
cny,hipotekowany,0.75
cny,reeksportowany,0.75
cy,gubiący,0.9
cy,tarczyńscy,0.9
czczy,midraszy,0.9
czczy,morzy,0.95
czy,trawiaczy,0.9
czy,sapnąwszy,0.9
ćmy,żebyśmy,0.9
ćmy,leciałybyśmy,0.8
drzy,oprotestowawszy,0.75
drzy,ściekłszy,0.95
drży,estampaży,0.85
drży,kuraży,0.9
dy,heksaploidy,0.8
dy,hornblendy,0.9
fly,bentley,0.9
fly,play,0.95
gdy,miody,0.95
gdy,wiroidy,0.85
gry,grenadiery,0.85
gry,guildery,0.85
gzy,ukrzywdziwszy,0.85
gzy,uląkłszy,0.9
kry,dezodoryzatory,0.7
kry,instygatory,0.8
krzty,gimnazjasty,0.85
krzty,warcabnikowaty,0.75
lny,arcybanalny,0.8
lny,heterozyjny,0.8
lwy,odprawy,0.9
lwy,naftowy,0.9
lży,rozsroży,0.9
lży,wypręży,0.9
mchy,ruchy,0.95
mchy,brzydulichy,0.85
obcowań,zabrzdękań,0.5
obcowań,sabotowań,0.65
zwiastowań,europeizowań,0.52
zwiastowań,klerykalizowań,0.52
skrzyżowań,błyskań,0.45
skrzyżowań,skarań,0.45
przekonań,opukań,0.5
przekonań,lapisowań,0.45
pozostań,wypikań,0.5
pozostań,eglomizowań,0.4
odziań,utysiąckrotniań,0.35
odziań,ujarzmiań,0.45
podań,obcmokiwań,0.4
podań,laufrowań,0.45
dostań,namazań,0.45
dostań,donaszań,0.45
doznań,remilitaryzowań,0.25
doznań,ozłacań,0.45
ostań,obdarowywań,0.35
ostań,dosypań,0.45
powstań,bacowań,0.45
powstań,dosiadań,0.45
poznań,kąsań,0.5
poznań,intabulowań,0.35
rozstań,chromoniklowań,0.35
rozstań,udokumentowań,0.3
spotkań,giglań,0.5
spotkań,dowiązań,0.45
zostań,wałowań,0.45
zostań,dybań,0.5
dań,telefaksowań,0.8
dań,drałowań,0.9
dlań,zraszań,0.95
dlań,okradań,0.9
drań,aerosań,0.85
drań,pasań,0.95
drgań,uskrobań,0.9
drgań,zabejcowań,0.85
grań,wkłuwań,0.95
grań,doinformowywań,0.75
cie,trynknijcie,0.9
cie,konotowaliście,0.75
brnie,chirurgicznie,0.85
brnie,fluorenie,0.85
chce,beczące,0.9
chce,bestyjce,0.9
che,patche,0.95
che,touche,0.9
die,psydie,0.95
die,gajlardie,0.9
dmie,embolizmie,0.85
dmie,hiperbolizmie,0.8
drgnie,nacieranie,0.85
drgnie,uskrzydlanie,0.85
drze,emeryturze,0.8
drze,lakiernicze,0.85
dwie,kumowie,0.9
dwie,międzykrólewie,0.8
gdzie,mucowiscydozie,0.75
gdzie,oktozie,0.9
gie,fitosocjologie,0.75
gie,agrobiologie,0.8
gnie,raczarnie,0.9
gnie,tokarnie,0.9
grze,maskarze,0.9
grze,leserze,0.9
je,legalizuje,0.8
je,odpersonalizuje,0.7
kie,wareskie,0.9
kie,bielusieńkie,0.85
klnie,liskowianinie,0.8
klnie,ćwierkotanie,0.85
krze,ubiorze,0.9
krze,rzepisze,0.9
lgnie,bukieciarnie,0.85
lgnie,faktycznie,0.9
me,rodzime,0.9
me,arame,0.9
mgle,hydrożele,0.85
mgle,makrele,0.9
Anną,ćwierćkolumną,0.85
Anną,impregnowaną,0.8
barwną,zaagitowaną,0.3
barwną,alegowaną,0.35
ciasną,aksonometryczną,0.3
ciasną,areopagiczną,0.3
czarną,antropogeniczną,0.3
czarną,tężoną,0.45
dawną,ekspozycyjną,0.35
dawną,fabryczną,0.45
drapną,bezwładną,0.45
drapną,arcyprawomyślną,0.3
fajną,okaryną,0.4
fajną,konceptystyczną,0.35
gasną,łogawizną,0.4
gasną,tetraplegiczną,0.35
gwarną,świreną,0.45
gwarną,fabulistyczną,0.35
kradną,dwukośną,0.45
kradną,środkowaną,0.4
krasną,mokną,0.5
krasną,machaną,0.45
kwaśną,fortyfikacyjną,0.3
kwaśną,kofeiną,0.4
marzną,grotowaną,0.4
marzną,autoanalityczną,0.42
padną,zagnaną,0.45
padną,żmudną,0.75
palną,rozfanatyzowaną,0.25
palną,waraną,0.45
panną,aportowaną,0.35
panną,ręczną,0.5
pragną,augmentatywną,0.35
pragną,akwarystyczną,0.35
ranną,kąsaną,0.45
ranną,miękkoowłosioną,0.3
smaczną,fenylohydrazyną,0.25
smaczną,jadalną,0.45
spadną,złączną,0.5
spadną,dajną,0.5
ców,dopisków,0.9
ców,cekhauzów,0.9
bzów,gonoduktów,0.85
bzów,bekhendów,0.9
chów,tangerczyków,0.85
chów,derbów,0.95
krów,almukantarów,0.8
krów,palafitów,0.85
lwów,magnezów,0.9
lwów,helikonów,0.85
mchów,janczarów,0.9
mchów,juanów,0.9
mów,trójkroków,0.9
mów,mułków,0.95
nów,ariostyzmów,0.85
nów,agrogazów,0.85
ów,mydlików,0.9
ów,kaustobiolitów,0.8
Pniów,izolatoriów,0.8
Pniów,ichmościów,0.9
psów,ambulansów,0.85
psów,żółwinków,0.9
rów,abulików,0.85
rów,konserwatystów,0.8
snów,krzyżów,0.95
snów,trupożerców,0.85
stów,łuźników,0.9
stów,hellenizmów,0.85
wdów,ankylozaurów,0.8
wdów,tuńczykowców,0.85
zdrów,flaków,0.95
zdrów,furorów,0.9
zmów,apostolatów,0.8
zmów,ignorantów,0.85
znów,raloksifenów,0.8
znów,kacerzów,0.9
dolców,ludwików,0.45
dolców,łyskaczów,0.45
gońców,rekordów,0.45
gońców,bursztyniarzów,0.4
berlińskim,biedniackim,0.57
berlińskim,ambicjonerskim,0.54
beskidzkim,cieniuteńkim,0.52
beskidzkim,hagionim,0.5
egipskim,żartkim,0.53
egipskim,czerniejewskim,0.62
szczecińskim,gruduskim,0.67
szczecińskim,luksemburskim,0.62
wiedźmińskim,ważkim,0.51
wiedźmińskim,sarnim,0.45
Bujnickim,śliczniuteńkim,0.53
Bujnickim,ceperskim,0.58
zbójnickim,baborowskim,0.53
zbójnickim,lekarskim,0.58
frygijskim,radżkockim,0.58
frygijskim,ultraszybkim,0.53
myśliwskim,czernihowskim,0.66
myśliwskim,chodeckim,0.57
słonimskim,kajakarskim,0.62
słonimskim,totumfackim,0.53
pobliskim,bisurmańskim,0.62
pobliskim,czechowickim,0.53
stoickim,staropanieńskim,0.53
stoickim,tylickim,0.88
łacińskim,jednorożeckim,0.48
łacińskim,radowskim,0.67
Łazickim,czarnoborskim,0.55
Łazickim,lubińskim,0.6
bliskim,hawryjskim,0.78
bliskim,mysim,0.5
chińskim,bikiniarskim,0.65
chińskim,kajmańskim,0.82
gibkim,trucicielskim,0.57
gibkim,tyczyńskim,0.62
śliskim,hipisowskim,0.73
śliskim,emeryckim,0.57
świńskim,starobłotnickim,0.47
świńskim,bantuskim,0.7
nidzkim,amatorskim,0.53
nidzkim,fenickim,0.57
osełkę,geofizyczkę,0.4
osełkę,omotkę,0.5
napełnię,heterofonię,0.4
napełnię,chłopomanię,0.45
bawełnę,bęcnę,0.45
bawełnę,sarnę,0.45
podpełznę,drapnę,0.45
podpełznę,liznę,0.53
pełnię,turbinownię,0.4
pełnię,trójjednię,0.45
spełnię,gorzelnię,0.45
spełnię,uczynnię,0.45
brnę,wozinę,0.9
brnę,bobinę,0.9
brzmię,zmamię,0.95
brzmię,gerokomię,0.85
chcę,lutownicę,0.85
chcę,ocznicę,0.9
cię,kawcię,0.95
cię,córcię,0.95
drę,mantrę,0.95
drę,tytulaturę,0.8
drżę,zaprażę,0.9
drżę,niebożę,0.9
grę,asesurę,0.85
grę,salamandrę,0.85
klnę,wrężynę,0.9
klnę,cytokininę,0.8
kpię,radioterapię,0.8
kpię,osłupię,0.9
krę,cynadrę,0.9
krę,mandorę,0.9
lgnę,laktotropinę,0.8
lgnę,hipofizynę,0.8
lżę,nawiążę,0.9
lżę,znużę,0.95
mgłę,świszczypałę,0.85
mgłę,żyłę,0.95
a,aa,0.95
a,aua,0.95
ba,makuba,0.9
ba,garba,0.95
bla,chomla,0.95
bla,radula,0.9
ca,migająca,0.85
ca,nośnica,0.9
cha,psycha,0.95
cha,czopucha,0.9
cna,gelologiczna,0.8
cna,fluwioglacjalna,0.8
ćma,charyzma,0.9
ćma,chryzantema,0.85
da,kuwada,0.9
da,palcochoda,0.85
dba,nieba,0.95
dba,kebaba,0.9
dla,bulbofyla,0.85
dla,daniela,0.9
dna,ińszczanina,0.85
dna,metylomorfina,0.75
dnia,upełnomocniania,0.75
dnia,zabiedzenia,0.85
drga,etruskologa,0.8
drga,teratologa,0.8
drwa,cudzołóstwa,0.85
drwa,zespawa,0.9
dwa,magnesowa,0.85
dwa,hydroksylowa,0.8
gna,jednokopytna,0.8
gna,frykcyjna,0.9
gra,bambra,0.95
gra,tessera,0.9
ha,eksmonarcha,0.85
ha,procha,0.95
ja,konsonantyzacja,0.75
ja,ceromancja,0.85
wstępującą,samobójcą,0.5
wstępującą,gnającą,0.65
współczującą,żagnicą,0.45
współczującą,infantylniejącą,0.54
pulsującą,trującą,0.7
pulsującą,awansującą,0.78
bytującą,inkubującą,0.75
bytującą,żartującą,0.9
dojmującą,odstrzeliwającą,0.57
dojmującą,dedykującą,0.7
gotującą,głuszącą,0.55
gotującą,furażującą,0.75
lądującą,samobiczującą,0.7
lądującą,filozofującą,0.7
czarującą,dręczącą,0.55
czarującą,żądającą,0.7
falującą,głosującą,0.8
falującą,certolącą,0.6
panującą,jarlicą,0.45
panującą,głoszącą,0.55
pasującą,wapniejącą,0.7
pasującą,ślizgownicą,0.5
wskazującą,ukrzywdzającą,0.65
wskazującą,borowodorującą,0.65
zajmującą,gulgocącą,0.58
zajmującą,padającą,0.67
dygocącą,kaleczącą,0.6
dygocącą,tłumaczącą,0.6
migocącą,debuszującą,0.55
migocącą,samohartującą,0.5
nadchodzącą,huczącą,0.59
nadchodzącą,dymiącą,0.52
niekończącą,cochającą,0.56
niekończącą,dydolącą,0.56
przechodzącą,uspołeczniającą,0.48
przechodzącą,ściosującą,0.58
wychodzącą,cholerującą,0.53
wychodzącą,golącą,0.53
działającą,tulejującą,0.62
działającą,uobecniającą,0.65
ach,gibraltarkach,0.85
ach,byczkach,0.95
bach,moskitierach,0.85
bach,alumnatach,0.85
brwiach,grupowościach,0.85
brwiach,żyrowaniach,0.85
bzach,kafarach,0.9
bzach,burzach,0.95
ciach,chudzeniach,0.9
ciach,ircowaniach,0.85
dach,wapotronach,0.85
dach,epyllionach,0.85
dniach,energiach,0.9
dniach,anotermiach,0.85
drzwiach,blazonowaniach,0.8
drzwiach,hitleriach,0.9
fach,atestatach,0.85
fach,cellulitisach,0.8
gach,bulionówkach,0.85
gach,hurrapatriotach,0.8
gmach,akatoliczkach,0.8
gmach,eskulapach,0.85
grach,konsternacjach,0.85
grach,torach,0.95
lach,capstrzykach,0.9
lach,agalmatolitach,0.75
mach,honwedach,0.9
mach,lufcikach,0.9
mchach,abszmakach,0.9
mchach,samokrętach,0.85
pach,adaptatorkach,0.8
pach,esaułach,0.9
piach,autotrofiach,0.85
piach,ankietomaniach,0.8
pniach,apiterapiach,0.8
pniach,bezkrólewiach,0.85
psach,czinczilach,0.9
psach,ludomaństwach,0.85
rach,izospinach,0.85
rach,kartodiagramach,0.8
mu,flanelowemu,0.8
mu,tucznemu,0.9
bu,źrebu,0.95
bu,rębu,0.95
bzu,lutniarzu,0.9
bzu,traczu,0.95
chrztu,wlotu,0.95
chrztu,melinitu,0.85
dniu,chrzanieniu,0.9
dniu,rozpłomienianiu,0.8
dnu,akwaplanu,0.85
dnu,wapotronu,0.85
du,hologlikozydu,0.75
du,dyktandu,0.9
dwu,cinkciarstwu,0.9
dwu,łaziwu,0.9
dżdżu,menażu,0.9
dżdżu,wizażu,0.9
fu,blefu,0.95
fu,anepigrafu,0.8
hu,tatarczuchu,0.85
hu,antybakchu,0.85
ku,gończyku,0.9
ku,magistrancku,0.85
lnu,arseninu,0.85
lnu,odczynu,0.9
lu,korbalu,0.9
lu,donegalu,0.85
lwu,dwu,1.0
lwu,maństwu,0.95
mchu,obuchu,0.9
mchu,piachu,0.95
mru,chloru,0.95
mru,teleutosporu,0.8
nu,chloranu,0.9
nu,crownu,0.95
pfu,allelomorfu,0.8
pfu,kardiotokografu,0.75
wi,żelazowcowi,0.8
wi,wadowianinowi,0.75
brwi,malapropizmowi,0.75
brwi,motoreduktorowi,0.7
brzmi,krwiotwórczymi,0.85
brzmi,turniczkami,0.85
bździ,nabiedzi,0.9
bździ,ugładzi,0.9
ci,wryci,0.95
ci,brezylkowaci,0.8
cni,maszynistyczni,0.8
cni,nadmieni,0.9
czci,amoralności,0.8
czci,animaliści,0.8
ćmi,embriografiami,0.8
ćmi,mieszczuchami,0.85
di,candi,0.95
di,tjandi,0.95
dni,gibani,0.9
dni,faksymilowani,0.75
drwi,ickowi,0.9
drwi,łuskowi,0.9
drzwi,węchowi,0.9
drzwi,giełdowi,0.9
grzmi,bławatnikami,0.8
grzmi,biologicznymi,0.8
hi,hai,0.95
hi,bushi,0.95
ki,barlerki,0.9
ki,zszywki,0.95
kpi,konopi,0.9
kpi,włupi,0.95
krwi,hyzopowi,0.85
krwi,ślinociągowi,0.8
li,chrypli,0.95
li,farfalli,0.9
ki,czartowski,0.9
ki,goloneczki,0.85
brwi,ahistorycyzmowi,0.7
brwi,astrachanowi,0.8
brzmi,doszkalającymi,0.75
brzmi,łąkowymi,0.85
bździ,grandzi,0.95
bździ,zwadzi,0.95
ci,hofraci,0.9
ci,karykaturzyści,0.75
cni,alochtoniczni,0.8
cni,atmosferyczni,0.8
czci,równowiekowości,0.75
czci,górzyści,0.9
ćmi,arkadiami,0.85
ćmi,amoniakowanymi,0.7
di,haredi,0.9
di,doi,0.95
dni,upełnoletnieni,0.75
dni,żałośni,0.9
drwi,blackjackowi,0.85
drwi,alwarowi,0.85
drzwi,lądzieniowi,0.85
drzwi,transeptowi,0.85
grzmi,altanami,0.85
grzmi,messengerami,0.8
hi,karoshi,0.9
hi,nashi,0.95
kpi,udupi,0.9
kpi,zadupi,0.9
krwi,manlicherowi,0.8
krwi,deckowi,0.9
li,kłomli,0.95
li,uczulali,0.85
lśni,toponimiczni,0.8
lśni,uciemiężeni,0.8
lwi,hydrospeedowi,0.75
lwi,galutowi,0.85
dlategom,lotokotom,0.45
dlategom,żigolactwom,0.45
farmerom,samurajom,0.45
farmerom,biuralistom,0.45
gazetom,jajcarstwom,0.5
gazetom,rurarzom,0.5
Harperom,galeonom,0.45
Harperom,finalizacjom,0.4
karesom,adnotacjom,0.45
karesom,cykliniarkom,0.45
tapetom,majsterzengerom,0.4
tapetom,kalikstynom,0.45
bankierom,goździkówkom,0.45
bankierom,dansingom,0.5
frajerom,akwarystykom,0.4
frajerom,palotynkom,0.45
zabiegom,chłopiskom,0.5
zabiegom,biodegradacjom,0.4
marzeniom,dejonizowaniom,0.45
marzeniom,łukowaniom,0.55
pragnieniom,dożuciom,0.5
pragnieniom,brukaniom,0.58
wrażeniom,fluoroskopiom,0.4
wrażeniom,merkurymetriom,0.4
cholerom,kuropatwiarzom,0.4
cholerom,hydronetkom,0.45
kolegom,dziewiętnastkom,0.45
kolegom,butylom,0.5
poetom,alfonsom,0.5
poetom,ultrarojalistom,0.52
potrzebom,bizmutynitom,0.4
potrzebom,fajterom,0.5
procesom,obłędom,0.5
procesom,fajterom,0.5
kobietom,akwizytorkom,0.4
kobietom,anafilaksjom,0.4
wspomnieniom,bezcelowościom,0.4
wspomnieniom,trafianiom,0.58
żołnierzom,kajdankom,0.5
żołnierzom,busolom,0.5
angielskiemu,mścicielskiemu,0.85
angielskiemu,higrofilnemu,0.5
piaseckiemu,cewionemu,0.56
piaseckiemu,monokauzalnemu,0.46
naczelnemu,olbrzymiejącemu,0.47
naczelnemu,inwersyjnemu,0.59
najlepszemu,tlącemu,0.51
najlepszemu,hydrazynowemu,0.46
tajemnemu,eukarpicznemu,0.62
tajemnemu,raportowanemu,0.57
walecznemu,chromatogramu,0.45
walecznemu,łopoczącemu,0.52
korzeckiemu,bytowskiemu,0.69
korzeckiemu,azteckiemu,0.81
moskiewskiemu,łuskowatemu,0.5
moskiewskiemu,imażynizmu,0.45
kościelnemu,intensywnemu,0.57
kościelnemu,dysjunkcyjnemu,0.57
mocniejszemu,rewelatorskiemu,0.46
mocniejszemu,łowiącemu,0.56
obecnemu,hugenockiemu,0.53
obecnemu,ulewanemu,0.62
powszechnemu,laktozowemu,0.51
powszechnemu,laboranckiemu,0.51
królewskiemu,ideograficznemu,0.41
królewskiemu,promu,0.4
rycerskiemu,hawańskiemu,0.75
rycerskiemu,chrząstnemu,0.51
niebieskiemu,homelskiemu,0.72
niebieskiemu,likwidującemu,0.46
biedniejszemu,amorfemowemu,0.45
biedniejszemu,abrogującemu,0.45
niegrzecznemu,paramu,0.45
niegrzecznemu,dwubiegunowemu,0.45
niejednemu,utajonemu,0.59
niejednemu,motocyklizmu,0.45
dzisiejszemu,zabierającemu,0.46
dzisiejszemu,permu,0.4
zastrzeleniu,czczeniu,0.46
zastrzeleniu,ukartowywaniu,0.4
mi,ekspertowymi,0.8
mi,uzdrawianymi,0.8
brwi,galenowi,0.85
brwi,bartodziejowi,0.8
brzmi,tetrozami,0.85
brzmi,żabnicami,0.85
bździ,odwodzi,0.9
bździ,odwozi,0.9
ci,hofraci,0.9
ci,arcyprości,0.85
cni,samorządni,0.85
cni,cygani,0.9
czci,aktywiści,0.85
czci,ebeniści,0.85
ćmi,urochromogenami,0.7
ćmi,glosowanymi,0.8
di,czandi,0.95
di,wydoi,0.9
dni,torfopochodni,0.8
dni,tarasowani,0.8
drwi,elegantowi,0.8
drwi,tranowi,0.9
drzwi,cenotytowi,0.8
drzwi,jabłoszynowi,0.8
grzmi,anilanami,0.8
grzmi,mikrospisami,0.8
hi,karoshi,0.9
hi,tamagotchi,0.85
ki,tytonierki,0.85
ki,anagramówki,0.8
kpi,konopi,0.9
kpi,skropi,0.95
krwi,banderowcowi,0.8
krwi,andaluzytowi,0.75
li,asfaltowali,0.8
li,upaństwowili,0.8
lśni,hipologiczni,0.8
lśni,cywilizacyjni,0.75
by,upaliłyby,0.8
by,zabełtaliby,0.8
bzy,kadiszy,0.9
bzy,markizy,0.9
cny,grecystyczny,0.85
cny,ewentualny,0.8
cy,władycy,0.9
cy,inżynierscy,0.85
czczy,dalekomierzy,0.8
czczy,urzeczowiwszy,0.8
czy,uintensywniwszy,0.75
czy,samborzy,0.9
ćmy,brunatniałyśmy,0.8
ćmy,honorujmy,0.85
drzy,schistosomatozy,0.75
drzy,ukisłszy,0.9
drży,chodży,0.95
drży,bradziaży,0.9
dy,halimedy,0.85
dy,lakcidy,0.9
fly,display,0.9
fly,smiley,0.9
gdy,wróżdy,0.95
gdy,grądy,0.95
gry,reksery,0.9
gry,modry,0.95
gzy,durzy,0.95
gzy,radiobiolodzy,0.8
kry,hydropulpery,0.8
kry,benefaktory,0.8
krzty,fotostaty,0.85
krzty,ognisty,0.9
lny,plony,0.95
lny,amotoryczny,0.8
lwy,bateriowy,0.85
lwy,jonowy,0.9
lży,położy,0.9
lży,blamaży,0.9
mchy,cwaniochy,0.9
mchy,łopuchy,0.9
kuglarsko,taczanko,0.5
kuglarsko,wygódko,0.5
ubranko,tyczko,0.45
ubranko,brzeszczanko,0.7
Zuzanko,benedyktynko,0.53
Zuzanko,rapmanko,0.75
kuglarstwo,gubernatorstwo,0.61
kuglarstwo,bezkompromisowo,0.35
zuchwalstwo,saneczkarstwo,0.59
zuchwalstwo,donatywo,0.45
Zuzanno,gryzeofulwino,0.35
Zuzanno,ustosunkowywano,0.3
grubiaństwo,alabastrowo,0.4
grubiaństwo,idioctwo,0.57
próżniactwo,cinkciarstwo,0.57
próżniactwo,marzycielstwo,0.52
fujaro,kostero,0.5
fujaro,maestro,0.5
hulano,ukapano,0.62
hulano,urzędniczyno,0.4
mrugano,bakelizowano,0.52
mrugano,abdykowano,0.57
musiano,zaadresowano,0.47
musiano,brzono,0.45
rudawo,zabiegowo,0.45
rudawo,jowiszowo,0.45
rzucano,glukowanilino,0.35
rzucano,uprzywilejowano,0.47
stukano,intensywniano,0.57
stukano,etykietkowano,0.52
szukano,gerylasowano,0.52
szukano,apatyczniano,0.57
ubrano,ziajano,0.62
ubrano,lasowano,0.57
udano,ochrono,0.5
udano,lustrzono,0.5
ujrzano,wysłano,0.6
ujrzano,obełgano,0.55
ulano,gontyno,0.5
ulano,uturystyczniono,0.35
frustracje,obejmuje,0.45
frustracje,mediatyzacje,0.57
fundacje,interioryzacje,0.55
fundacje,kłuje,0.45
Kubańskie,śródmiejskie,0.6
Kubańskie,lniarskie,0.55
kucharskie,antycarskie,0.75
kucharskie,majskie,0.55
kucharstwie,metalurgowie,0.4
kucharstwie,żyworództwie,0.53
kuracje,intercepcje,0.57
kuracje,brutalizuje,0.4
murarskie,madryckie,0.5
murarskie,safickie,0.5
murawie,mieliwie,0.5
murawie,krokwie,0.45
mutacje,hipotrepsje,0.45
mutacje,adaptacje,0.82
plugastwie,hilopatologowie,0.3
plugastwie,chłopomaństwie,0.65
plugawie,barwnikarstwie,0.45
plugawie,dowie,0.45
substancje,hipersorpcje,0.52
substancje,zabarykaduje,0.35
ustawie,torfiarstwie,0.5
ustawie,dalekowidztwie,0.4
zuchwalstwie,akuszerowie,0.4
zuchwalstwie,chamówie,0.5
żurawie,brunecikowie,0.4
żurawie,dziwie,0.45
buhaje,bryluje,0.5
buhaje,zabłękitnieje,0.4
hultaje,plozje,0.45
hultaje,bobruje,0.5
ruczaje,zsypuje,0.5
ruczaje,habilitacje,0.4
udaje,eloksaluje,0.4
udaje,legitymuje,0.4
ustaje,katoptromancje,0.4
ustaje,interpretacje,0.4
babrała,pojęła,0.5
babrała,upaćkała,0.57
dawała,trasowała,0.78
dawała,nacjonalizowała,0.63
drapała,łyżeczkowała,0.57
drapała,chamrała,0.67
kapała,ozywała,0.62
kapała,artykułowała,0.52
kaszlała,cierpła,0.45
kaszlała,skwantyfikowała,0.45
kazała,amonowała,0.57
kazała,uklasyczniła,0.4
latała,autoryzowała,0.52
latała,bluzgnęła,0.5
malała,ugrabiła,0.45
malała,galaretowaciała,0.47
nabrała,spasła,0.45
nabrała,roztliła,0.5
nadała,zmylała,0.67
nadała,zdziała,0.62
nalała,eluowała,0.57
nalała,obcięła,0.5
nastała,kalkowała,0.57
nastała,brdysała,0.62
nazwała,dosiekła,0.5
nazwała,finiszowała,0.65
padała,lukała,0.67
padała,pała,0.62
patrzała,infantylniała,0.5
patrzała,beknęła,0.5
siadała,margrabiowała,0.53
siadała,znęciła,0.5
spadała,wlekła,0.45
spadała,odprzodkowywała,0.52
sprawdzała,pijała,0.6
sprawdzała,ćwikała,0.6
stawała,uposażała,0.57
stawała,ksylografowała,0.68
szalała,złociła,0.5
szalała,nakasła,0.5
cosinusy,wyrwasy,0.45
cosinusy,fajerkasy,0.5
konfitury,tambory,0.45
konfitury,heksaedry,0.5
omnibusy,parsy,0.4
omnibusy,hemantusy,0.58
politury,gówniary,0.45
politury,hadrozaury,0.5
prowincjuszy,lizy,0.4
prowincjuszy,fredrolodzy,0.5
garnitury,rozpióry,0.53
garnitury,dezorganizatory,0.35
zawisłszy,dyskretniejszy,0.53
zawisłszy,dobiwszy,0.58
podziękujmy,fotografujemy,0.4
podziękujmy,lokowaliśmy,0.45
postępujmy,obznajamialiśmy,0.4
postępujmy,grzęźliśmy,0.45
maszerujmy,terkoliłybyśmy,0.4
maszerujmy,odhamowalibyśmy,0.35
odłóżmy,klaksonowaliśmy,0.35
odłóżmy,dyrdamy,0.5
oszukujmy,uzupełniliśmy,0.4
oszukujmy,bumelowałyśmy,0.4
wybudujmy,kropmy,0.4
wybudujmy,mierzchlibyśmy,0.5
ryzykujmy,ucinałyśmy,0.45
ryzykujmy,zablefujemy,0.45
hałasujmy,uspołeczniamy,0.45
hałasujmy,uplanowalibyśmy,0.35
uratujmy,magmy,0.4
uratujmy,uaktywniłyśmy,0.4
zastanówmy,ścieńmy,0.4
zastanówmy,autoryzujmy,0.45
opiekuńczy,tańczy,0.53
opiekuńczy,gejszy,0.4
absolutny,dyluwiologiczny,0.4
absolutny,udzierany,0.5
krasnoludzcy,inwentaryzujący,0.35
krasnoludzcy,tkający,0.45
parametry,getry,0.57
parametry,fendery,0.45
transparenty,barytonisty,0.45
transparenty,fibrocyty,0.5
najjaśniejszy,klimatotwórczy,0.45
najjaśniejszy,fundatorzy,0.5
najważniejszy,akuszerzy,0.5
najważniejszy,skandynawolodzy,0.4
najzgrabniejszy,zrzezy,0.4
najzgrabniejszy,grandezzy,0.45
dostateczny,pilany,0.45
dostateczny,entuzjazmowany,0.4
ornamenty,makowaty,0.5
ornamenty,raksloty,0.45
ostateczny,heinemediny,0.4
ostateczny,dwudziestokątny,0.45
